Yr,Org,Total Number of Prescriptions,Total Amount Reimbursed
2016,MCOU,141,2029.61
2016,FFSU,23,203.15
2016,FFSU,16,203.54
2016,FFSU,62,2032.38
2016,FFSU,96,20342.85
2016,MCOU,68,20344.95
2016,MCOU,137,2036.53
2016,MCOU,78,20378.28
2016,FFSU,563,20380.68
2016,FFSU,13,204.59
2016,MCOU,63,20419.89
2016,MCOU,295,2047.73
2016,MCOU,1903,20470.91
2016,FFSU,34,20479.03
2016,FFSU,76,2052.23
2016,FFSU,801,20522
2016,MCOU,1019,20536.09
2016,FFSU,623,20556.21
2016,MCOU,19,206.83
2016,FFSU,105,2065.04
2016,MCOU,1515,20677.86
2016,MCOU,60,2070.2
2016,MCOU,70,20752.09
2016,MCOU,607,20752.69
2016,FFSU,6914,2076088.02
2016,MCOU,678,20802.42
2016,MCOU,672,208235.17
2016,FFSU,614,208273.52
2016,MCOU,625,20879.16
2016,FFSU,14,209
2016,FFSU,110,2090.47
2016,MCOU,33,20911.13
2016,MCOU,73,20915.02
2016,FFSU,45,20933.85
2016,FFSU,110,2097.5
2016,FFSU,11,21.43
2016,FFSU,7438,210071.79
2016,MCOU,43,21039.03
2016,FFSU,64,21079
2016,FFSU,118,2109.11
2016,MCOU,676,21099.81
2016,MCOU,181,21110.9
2016,FFSU,97,2113.36
2016,FFSU,772,21137.28
2016,MCOU,174,2114.06
2016,MCOU,1054,21146.19
2016,FFSU,84,21161.1
2016,MCOU,48,2117.26
2016,MCOU,111,2117.81
2016,MCOU,812,21183.19
2016,FFSU,13,212.01
2016,FFSU,7459,212619.78
2016,FFSU,1240,213387.27
2016,FFSU,12386,2135746.6
2016,FFSU,97,2139.73
2016,MCOU,176,2140.82
2016,MCOU,889,21463.08
2016,FFSU,16,215.58
2016,MCOU,188,2150.59
2016,MCOU,99,2152.57
2016,FFSU,12482,2153172.16
2016,FFSU,43,2154.19
2016,FFSU,84,2155.53
2016,MCOU,167,2160.43
2016,FFSU,69,2160.59
2016,FFSU,490,216135.52
2016,FFSU,103,2166.38
2016,FFSU,178,2168.7
2016,MCOU,13,217.66
2016,FFSU,76,2173.96
2016,FFSU,13,2174.75
2016,MCOU,44,21759.87
2016,FFSU,376,21763.85
2016,FFSU,19,218.93
2016,FFSU,69,2186.38
2016,FFSU,14,219.93
2016,FFSU,94,2194.79
2016,MCOU,127,2200.82
2016,MCOU,270,22034.75
2016,FFSU,16,221.88
2016,FFSU,15,2210.89
2016,FFSU,6683,221000.62
2016,MCOU,5869,2210402.7
2016,MCOU,143,22105.07
2016,MCOU,1531,22152.41
2016,MCOU,2949,221571.38
2016,FFSU,15,222.05
2016,MCOU,724,22225.03
2016,MCOU,682,222319.43
2016,MCOU,66,22263.68
2016,FFSU,496,222982.35
2016,MCOU,27,223.25
2016,FFSU,62,22344.91
2016,MCOU,147,2238.49
2016,FFSU,81,2243.87
2016,FFSU,69,2247.05
2016,MCOU,13,225.75
2016,MCOU,109,22504.85
2016,FFSU,176,2252.84
2016,MCOU,81,2255.03
2016,FFSU,90,2258.89
2016,FFSU,34,2258.94
2016,FFSU,13,226
2016,FFSU,20,226.79
2016,FFSU,17,226.82
2016,MCOU,20,2264.47
2016,MCOU,15,2266.06
2016,FFSU,185,2268.86
2016,MCOU,214,2272.92
2016,MCOU,214,2272.92
2016,MCOU,931,22753.3
2016,MCOU,207,2276.51
2016,MCOU,16,228.64
2016,FFSU,601,228018.77
2016,MCOU,67,2283.1
2016,FFSU,111,22832.16
2016,MCOU,1594,22834.32
2016,FFSU,104,2289.7
2016,FFSU,13,229.57
2016,MCOU,20,2292.09
2016,FFSU,130,2294.34
2016,FFSU,393,22986.5
2016,FFSU,13814,2301531.39
2016,FFSU,89,2303.89
2016,MCOU,138,2307.4
2016,MCOU,115,23085.27
2016,FFSU,15,232.42
2016,FFSU,57,23215.05
2016,FFSU,75,23225.32
2016,FFSU,106,2329.09
2016,MCOU,81,2329.58
2016,FFSU,97,2337.32
2016,MCOU,23,234
2016,MCOU,12,235
2016,FFSU,761,235053.12
2016,FFSU,67,23555.81
2016,MCOU,117,2356.59
2016,FFSU,22,236.26
2016,FFSU,20,236.29
2016,MCOU,27,2360.77
2016,MCOU,38,23601.29
2016,MCOU,106,23609.14
2016,FFSU,47,23615.62
2016,FFSU,844,236276.71
2016,MCOU,88,2365.76
2016,FFSU,14,237.23
2016,FFSU,12,237.74
2016,FFSU,93,2372.91
2016,FFSU,808,237214.94
2016,FFSU,19,2373.33
2016,MCOU,21,2373.47
2016,FFSU,85,2383.46
2016,FFSU,111,2386.96
2016,MCOU,17,239.25
2016,FFSU,130,2391.74
2016,MCOU,40,23927.3
2016,MCOU,724,23994.47
2016,FFSU,15,240.96
2016,MCOU,86,2403.36
2016,FFSU,53,24068.32
2016,FFSU,13,241.13
2016,FFSU,131,2416.53
2016,FFSU,76,24161.54
2016,MCOU,117,24167.11
2016,MCOU,48,24182.95
2016,FFSU,13,242.71
2016,FFSU,123,2421.28
2016,MCOU,187,24224.53
2016,MCOU,43,24274.36
2016,FFSU,14,243.45
2016,MCOU,727,24310.15
2016,MCOU,48,24311.4
2016,MCOU,311,2433.16
2016,FFSU,13,2438.06
2016,MCOU,664,24389.52
2016,MCOU,157,2441.98
2016,FFSU,170,2445.23
2016,FFSU,128,2445.9
2016,MCOU,128,2446.2
2016,FFSU,99,2447.42
2016,MCOU,56,24643.89
2016,MCOU,1612,24657.63
2016,FFSU,37,247.56
2016,FFSU,25,247.76
2016,MCOU,12,247.97
2016,MCOU,79,24759.71
2016,MCOU,72,2479.1
2016,MCOU,27,248.96
2016,FFSU,129,2480.21
2016,MCOU,1759,24813.87
2016,MCOU,41,24887.86
2016,MCOU,291,2492.55
2016,FFSU,87,25003.74
2016,MCOU,14,25011.69
2016,MCOU,1052,25015.48
2016,FFSU,61,2502.34
2016,FFSU,108,2506.54
2016,FFSU,131,2509.17
2016,FFSU,132,2510.52
2016,MCOU,20,2512.93
2016,MCOU,45,25196.86
2016,FFSU,26,252.77
2016,FFSU,115,2520.59
2016,MCOU,24,2525.64
2016,MCOU,1624,25295.22
2016,FFSU,13,253.8
2016,FFSU,159,2534.38
2016,MCOU,144,2535.2
2016,MCOU,152,2539.73
2016,MCOU,24,254.7
2016,FFSU,69,25467.31
2016,MCOU,1661,25518.8
2016,FFSU,12,2555.86
2016,MCOU,202,25601.04
2016,MCOU,113,25643.23
2016,FFSU,806,25678.77
2016,MCOU,157,2568.86
2016,MCOU,31,257.48
2016,MCOU,19,2570.81
2016,MCOU,17166,257155.93
2016,FFSU,103,2573.11
2016,FFSU,79,25764.28
2016,FFSU,83,2578.22
2016,MCOU,101,25793.19
2016,FFSU,173,2581.77
2016,FFSU,8950,258172.74
2016,MCOU,978,25853.07
2016,FFSU,621,259166.83
2016,FFSU,171,2594.55
2016,FFSU,11719,259594.6
2016,MCOU,904,25970.3
2016,FFSU,896,259721.84
2016,FFSU,48,25986.06
2016,FFSU,21,260.35
2016,MCOU,1078,26043.63
2016,FFSU,76,26113.67
2016,MCOU,47,26180.46
2016,MCOU,80,26182.85
2016,FFSU,16,262.02
2016,MCOU,163,2622.53
2016,MCOU,158,26236.41
2016,FFSU,14,263.56
2016,MCOU,177,2638.79
2016,MCOU,15,264.65
2016,FFSU,17,264.96
2016,FFSU,81,2644.59
2016,FFSU,30,26456.73
2016,FFSU,670,26457.95
2016,MCOU,384,2649.42
2016,MCOU,76,2649.93
2016,MCOU,217,2652.72
2016,FFSU,125,2658.47
2016,FFSU,532,266195.95
2016,FFSU,200,2665.73
2016,MCOU,18,267.27
2016,MCOU,22,267.78
2016,FFSU,63,26717.06
2016,MCOU,3672,267378.66
2016,MCOU,17,2675.36
2016,MCOU,90,2677.03
2016,MCOU,129,2678.5
2016,MCOU,156,2681.1
2016,MCOU,89,2684.89
2016,MCOU,81,26853.33
2016,FFSU,83,26875.37
2016,MCOU,32,269.08
2016,FFSU,13,269.97
2016,FFSU,25,2691.56
2016,FFSU,135,2695.62
2016,MCOU,228,2699.95
2016,MCOU,16,27.24
2016,MCOU,28,270.13
2016,FFSU,18,270.68
2016,FFSU,77,27035.98
2016,MCOU,55,27090.8
2016,MCOU,99,2711.5
2016,MCOU,60,2712.8
2016,MCOU,57,27123.48
2016,FFSU,1381,27147.9
2016,MCOU,194,2717.9
2016,MCOU,366,27176.92
2016,MCOU,109,2718.89
2016,FFSU,93,27199.61
2016,MCOU,15,272.77
2016,FFSU,148,2721.04
2016,MCOU,18,273.34
2016,FFSU,25,273.95
2016,FFSU,148,27302.75
2016,MCOU,16,2731.93
2016,MCOU,14,2733.26
2016,MCOU,20,2736.18
2016,FFSU,16,274.43
2016,MCOU,1916,27451.71
2016,FFSU,16,275.08
2016,FFSU,21,275.83
2016,MCOU,1531,27540.47
2016,MCOU,104,2761.3
2016,MCOU,23,2762.91
2016,FFSU,66,27660.37
2016,FFSU,134,2767.08
2016,MCOU,1634,27684.04
2016,FFSU,22,277.62
2016,MCOU,63,2773.12
2016,MCOU,180,2779.72
2016,FFSU,1059,277943.67
2016,MCOU,30,278.36
2016,FFSU,47,27804.99
2016,FFSU,94,2781.25
2016,FFSU,68,27849.85
2016,MCOU,949,27863.55
2016,MCOU,200,2788.58
2016,MCOU,1014,27890.45
2016,FFSU,19,279.53
2016,FFSU,83,2794.13
2016,FFSU,198,2801.45
2016,MCOU,255,2805.97
2016,MCOU,111,28127.51
2016,MCOU,64,28205.3
2016,FFSU,61,28207.18
2016,FFSU,95,2823.4
2016,FFSU,14,2828.61
2016,FFSU,941,28288.37
2016,FFSU,90,2829.44
2016,MCOU,26,283.96
2016,MCOU,41,2830.01
2016,FFSU,14,284.16
2016,FFSU,17,284.46
2016,FFSU,12,284.85
2016,MCOU,44,2840.69
2016,MCOU,347,2845.84
2016,MCOU,21,2846.16
2016,FFSU,49,28562.02
2016,FFSU,105,28587.99
2016,FFSU,115,2863.81
2016,FFSU,99,2868.04
2016,MCOU,63,28689.76
2016,FFSU,22,287.21
2016,FFSU,12,287.63
2016,MCOU,145,28715.44
2016,MCOU,170,2875.25
2016,FFSU,207,2876.84
2016,FFSU,64,2879.68
2016,FFSU,13,288.07
2016,FFSU,22,288.12
2016,MCOU,22,288.15
2016,FFSU,12,288.31
2016,MCOU,180,2887.55
2016,MCOU,163,2888.49
2016,MCOU,17,289.27
2016,MCOU,73,2892.35
2016,FFSU,147,2892.95
2016,FFSU,175,28946.53
2016,MCOU,402,28961.72
2016,MCOU,252,2897.38
2016,FFSU,25,290.59
2016,FFSU,910,290006.3
2016,MCOU,2078,29020.8
2016,FFSU,86,2913.8
2016,FFSU,21,292.76
2016,FFSU,65,29222.77
2016,FFSU,1715,29297.8
2016,MCOU,202,2933.69
2016,FFSU,739,293577.83
2016,FFSU,96,2937.64
2016,FFSU,13,294.18
2016,MCOU,18,294.58
2016,FFSU,1830,29402.6
2016,FFSU,16,295.8
2016,MCOU,211,2951.62
2016,MCOU,20528,2952873.83
2016,MCOU,183,29548
2016,FFSU,100,2957.41
2016,MCOU,194,2959.86
2016,FFSU,14,296.2
2016,MCOU,21,296.21
2016,MCOU,21,296.43
2016,FFSU,20,296.86
2016,MCOU,918,29625.6
2016,MCOU,171,2965.94
2016,FFSU,10400,2971069.01
2016,MCOU,4132,297256.04
2016,MCOU,20465,2976411.79
2016,FFSU,23,298.38
2016,FFSU,21,298.92
2016,FFSU,1570,29812.72
2016,FFSU,87,2983.68
2016,FFSU,905,298673.62
2016,FFSU,129,2988.31
2016,MCOU,151,2993.4
2016,MCOU,25,300.13
2016,MCOU,93,3002.71
2016,MCOU,109,3006.93
2016,FFSU,172,30154.15
2016,FFSU,161,3021.88
2016,FFSU,101,3026.6
2016,MCOU,1211,30263.4
2016,FFSU,51,30297.03
2016,FFSU,33,303.33
2016,MCOU,64,30362.26
2016,MCOU,1686,30372.56
2016,FFSU,173,3039.67
2016,FFSU,20,304.78
2016,FFSU,95,30422.3
2016,MCOU,2122,30435.6
2016,FFSU,22,3044.05
2016,MCOU,92,30461.59
2016,MCOU,19506,304700.45
2016,MCOU,289,3062.43
2016,MCOU,195,3063.06
2016,MCOU,13,307.21
2016,FFSU,30,3071.58
2016,FFSU,123,3074.32
2016,FFSU,71,3076.52
2016,FFSU,92,3077.5
2016,MCOU,26,3077.85
2016,FFSU,169,3078.84
2016,MCOU,19,308.05
2016,MCOU,20,308.55
2016,FFSU,56,3086.93
2016,FFSU,21,309.53
2016,MCOU,18,3091.59
2016,MCOU,97,30910.32
2016,FFSU,139,30931.6
2016,FFSU,20,310.45
2016,MCOU,311,3100.98
2016,MCOU,8591,3100538.64
2016,FFSU,89,31078.9
2016,FFSU,12,311.65
2016,MCOU,17,312.2
2016,FFSU,17,312.28
2016,FFSU,112,3137.79
2016,FFSU,20,314.32
2016,FFSU,22,3140.25
2016,FFSU,51,31440.59
2016,MCOU,1590,31454.77
2016,MCOU,27,315.65
2016,MCOU,4411,315176.37
2016,MCOU,94,31520.69
2016,MCOU,54,31542.71
2016,MCOU,130,3158.47
2016,FFSU,16,316.3
2016,FFSU,22,318.81
2016,FFSU,120,3181.75
2016,MCOU,53,3181.76
2016,FFSU,130,3187.42
2016,MCOU,22080,3197312.89
2016,FFSU,11329,3205863.87
2016,FFSU,150,3207.95
2016,MCOU,26,321.54
2016,FFSU,20,322.99
2016,FFSU,16,323.12
2016,FFSU,26,323.65
2016,FFSU,111,32397.58
2016,FFSU,12,324.5
2016,FFSU,163,3244.12
2016,FFSU,1703,32446.1
2016,MCOU,1062,32505.92
2016,FFSU,14,326.82
2016,FFSU,25,3262.47
2016,FFSU,1142,326685.16
2016,MCOU,25,327.25
2016,FFSU,20,328.73
2016,FFSU,25,328.82
2016,MCOU,25337,3280195.43
2016,MCOU,59,32832.31
2016,MCOU,149,3284.37
2016,MCOU,551,32844.42
2016,FFSU,970,32855.81
2016,FFSU,109,32863.72
2016,MCOU,1305,32873.53
2016,FFSU,22,3289.87
2016,FFSU,20,329.99
2016,MCOU,293,3293.9
2016,MCOU,82,3295.19
2016,MCOU,24,330.96
2016,FFSU,165,3304.75
2016,FFSU,107,33112.31
2016,FFSU,667,33168.37
2016,MCOU,18,332.01
2016,MCOU,82,3321.39
2016,FFSU,204,33243.69
2016,MCOU,197,3326.06
2016,FFSU,22,333.41
2016,MCOU,173,3343.44
2016,FFSU,152,3346.17
2016,FFSU,96,33513.6
2016,FFSU,243,3352.94
2016,FFSU,101,33534.88
2016,FFSU,14,336.33
2016,MCOU,1175,33635.49
2016,MCOU,202,3370.75
2016,MCOU,172,3374.13
2016,FFSU,131,33758.26
2016,FFSU,81,3377.02
2016,FFSU,184,3379.03
2016,FFSU,201,3379.41
2016,FFSU,103,33792.44
2016,FFSU,160,3381.89
2016,MCOU,197,3388.05
2016,FFSU,14,339.63
2016,FFSU,117,34028.12
2016,MCOU,1232,34028.26
2016,FFSU,139,3413.53
2016,FFSU,181,3414.65
2016,MCOU,15,3415.53
2016,FFSU,165,3416.45
2016,FFSU,13,3424.36
2016,MCOU,58,34282.37
2016,FFSU,149,3429.04
2016,MCOU,24,343.24
2016,MCOU,26,343.72
2016,MCOU,73,34313.36
2016,FFSU,1128,343355.94
2016,FFSU,18,344.05
2016,FFSU,74,34436.14
2016,FFSU,11778,3446501.51
2016,MCOU,62,345.23
2016,FFSU,34,345.35
2016,FFSU,18,345.87
2016,MCOU,28,346.18
2016,MCOU,216,3460.43
2016,FFSU,107,3460.45
2016,MCOU,320,3476.17
2016,FFSU,105,3478.43
2016,MCOU,22489,3479688.55
2016,FFSU,232,34814.83
2016,FFSU,35,3489.28
2016,FFSU,2014,34925.18
2016,FFSU,201,3494.98
2016,MCOU,1179,34949.55
2016,MCOU,186,3499.4
2016,FFSU,11,3500.26
2016,FFSU,146,3500.57
2016,FFSU,18,351.29
2016,FFSU,159,3514.04
2016,MCOU,36,3519.28
2016,FFSU,191,3521.41
2016,MCOU,266,3522.07
2016,MCOU,57,35275.53
2016,MCOU,58,353.59
2016,FFSU,31,353.6
2016,FFSU,145,35304.42
2016,FFSU,18,354.44
2016,FFSU,21,354.49
2016,FFSU,31,3546.95
2016,FFSU,20,355.16
2016,MCOU,30,355.26
2016,FFSU,18,355.78
2016,FFSU,159,3550.03
2016,FFSU,30,356.97
2016,FFSU,145,3560.7
2016,FFSU,100,3565.89
2016,FFSU,140,3569.88
2016,FFSU,27,357.86
2016,FFSU,28,358.73
2016,FFSU,180,3580.77
2016,FFSU,69,3582.63
2016,FFSU,177,3583.64
2016,FFSU,226,35832
2016,FFSU,28,359.44
2016,FFSU,18,359.92
2016,MCOU,213,3596.74
2016,MCOU,1256,35985.54
2016,FFSU,15,360.12
2016,MCOU,23,3605.41
2016,MCOU,56,36058.56
2016,MCOU,16,3617.49
2016,FFSU,162,3618.91
2016,MCOU,270,3619.32
2016,MCOU,283,36221.44
2016,MCOU,27534,3622520.18
2016,FFSU,139,36242.09
2016,MCOU,68,36254.38
2016,FFSU,1391,362630.38
2016,MCOU,1277,36264.28
2016,MCOU,26,363.78
2016,FFSU,152,3634.2
2016,FFSU,24,364.98
2016,FFSU,19,3641.17
2016,FFSU,16,3647.81
2016,MCOU,22,3649.64
2016,MCOU,171,36532.96
2016,MCOU,193,3656.92
2016,MCOU,406,3658.46
2016,MCOU,12,366.44
2016,FFSU,17,367.75
2016,FFSU,11250,367088.79
2016,FFSU,129,3671.75
2016,MCOU,24,3674.15
2016,MCOU,414,3674.21
2016,FFSU,125,3678.19
2016,MCOU,16,368.78
2016,FFSU,232,3681.34
2016,FFSU,1338,368784.21
2016,MCOU,22,3689.51
2016,MCOU,356,3691.92
2016,MCOU,10077,3691204.08
2016,MCOU,23,370.22
2016,FFSU,25,370.24
2016,FFSU,40,370.61
2016,FFSU,184,3703.24
2016,MCOU,1367,37079.33
2016,MCOU,110,3711.05
2016,FFSU,20,372.73
2016,FFSU,104,37203.13
2016,MCOU,19,3722.09
2016,MCOU,213,3726.82
2016,FFSU,43,374.12
2016,MCOU,188,3743.94
2016,MCOU,2610,37432.28
2016,MCOU,2565,37528.5
2016,FFSU,165,3754.09
2016,FFSU,191,3754.38
2016,FFSU,13,3754.49
2016,FFSU,181,37594.32
2016,FFSU,158,3760.71
2016,MCOU,100,37603.16
2016,FFSU,212,37656.93
2016,FFSU,150,3766.48
2016,MCOU,137,3772.91
2016,MCOU,438,3783.28
2016,MCOU,79,37836.18
2016,MCOU,200,3785.18
2016,FFSU,249,37896.52
2016,MCOU,38,379.16
2016,FFSU,19,379.86
2016,FFSU,24,3791.71
2016,MCOU,271,3797.78
2016,MCOU,327,3805.22
2016,FFSU,13,381.24
2016,MCOU,145,3810.88
2016,MCOU,115,38143.01
2016,FFSU,141,38150.57
2016,MCOU,1213,38179.64
2016,FFSU,77,38195.48
2016,MCOU,227,3830.3
2016,MCOU,28,384.19
2016,MCOU,361,3847.05
2016,MCOU,65,38499.02
2016,FFSU,31,385.64
2016,MCOU,89,3851.2
2016,MCOU,1428,38525.67
2016,MCOU,80,38528.62
2016,MCOU,17,386.36
2016,MCOU,30,387.71
2016,FFSU,84,3874.55
2016,MCOU,135,3879.08
2016,FFSU,189,3879.08
2016,MCOU,22,388.88
2016,MCOU,127,38843.3
2016,FFSU,1098,38859.52
2016,FFSU,18,390.36
2016,MCOU,12,391.64
2016,MCOU,111,391.98
2016,FFSU,19,3917.78
2016,FFSU,192,3918.41
2016,FFSU,12,392.02
2016,FFSU,29,392.54
2016,FFSU,18,392.62
2016,FFSU,80,3926.55
2016,MCOU,208,3929.2
2016,MCOU,16,393.16
2016,FFSU,27,393.46
2016,FFSU,15,393.78
2016,FFSU,13323,3943110.17
2016,MCOU,2428,39476.89
2016,FFSU,16,395.34
2016,MCOU,207,3952.81
2016,MCOU,280,3963.86
2016,MCOU,30817,3963579.34
2016,FFSU,20,398.27
2016,FFSU,117,3988.8
2016,FFSU,15,399.1
2016,FFSU,20,399.11
2016,MCOU,37,399.59
2016,MCOU,16,400.14
2016,MCOU,101,4000.22
2016,MCOU,225,4018.98
2016,MCOU,15,402.9
2016,MCOU,24867,403056
2016,FFSU,123,4031.3
2016,MCOU,107,4034.11
2016,MCOU,21,404.45
2016,FFSU,25,4045.32
2016,FFSU,124,4046.28
2016,FFSU,252,4047.53
2016,MCOU,35,405.75
2016,FFSU,29,4063.13
2016,MCOU,29,407.3
2016,FFSU,18,4071.59
2016,FFSU,155,40783.19
2016,FFSU,169,4079.21
2016,MCOU,26,408.93
2016,FFSU,149,4080.09
2016,FFSU,240,4080.22
2016,FFSU,12,4081.36
2016,FFSU,69,40871.92
2016,FFSU,239,40872.07
2016,MCOU,30,409.34
2016,FFSU,22,409.89
2016,FFSU,32,409.92
2016,MCOU,230,4097.21
2016,FFSU,16,410.79
2016,MCOU,69,4103.65
2016,FFSU,1945,41068.92
2016,FFSU,1239,41102.94
2016,MCOU,625,41117.58
2016,MCOU,13,4118.59
2016,MCOU,2445,41195.09
2016,FFSU,110,4124
2016,FFSU,12,4135.32
2016,FFSU,18,4144.32
2016,FFSU,232,41475.2
2016,MCOU,15,415.21
2016,FFSU,62,415.47
2016,FFSU,35,415.51
2016,FFSU,258,4160.98
2016,FFSU,26,417.25
2016,MCOU,123,41703.27
2016,FFSU,186,41762.45
2016,FFSU,13,418.1
2016,MCOU,23,418.79
2016,FFSU,270,4182.74
2016,MCOU,2923,41885.14
2016,FFSU,1740,41947.57
2016,FFSU,23,420.84
2016,MCOU,473,4203.5
2016,FFSU,19,4206.25
2016,MCOU,40,421.71
2016,FFSU,19,4213.05
2016,MCOU,140,4218.14
2016,FFSU,21,422.46
2016,MCOU,25,422.74
2016,MCOU,1319,42270.15
2016,MCOU,15,423.93
2016,FFSU,292,4232.87
2016,MCOU,260,4236.87
2016,MCOU,13,424.17
2016,FFSU,26,424.22
2016,FFSU,17,424.71
2016,FFSU,1257,42439.36
2016,FFSU,15,4244.96
2016,MCOU,28,425.84
2016,FFSU,22,425.96
2016,FFSU,187,4255.6
2016,FFSU,16,4258.46
2016,MCOU,28,427.21
2016,MCOU,14,427.67
2016,MCOU,15,4273.16
2016,FFSU,13,428.08
2016,MCOU,34,428.35
2016,FFSU,19,428.73
2016,FFSU,138,4285.77
2016,FFSU,27,429.24
2016,MCOU,26,429.46
2016,MCOU,20,429.9
2016,MCOU,2476,42969.14
2016,MCOU,134,4297.52
2016,MCOU,1527,43006.08
2016,MCOU,24,431.34
2016,FFSU,22,431.73
2016,MCOU,90,4316.08
2016,FFSU,18,432.69
2016,MCOU,235,4329.13
2016,MCOU,37,4334.6
2016,FFSU,234,4335.03
2016,MCOU,1845,43371.6
2016,MCOU,34504,4341680.5
2016,MCOU,22,435.84
2016,MCOU,124,4351.21
2016,FFSU,1727,43585.76
2016,MCOU,20,436.32
2016,FFSU,24,436.67
2016,FFSU,13,437.59
2016,MCOU,15,4371.95
2016,MCOU,487,4388.85
2016,FFSU,222,4394.46
2016,FFSU,2333,43940.87
2016,MCOU,13,4397.02
2016,FFSU,17,4397.37
2016,MCOU,30,441.02
2016,FFSU,18,441.8
2016,MCOU,719,44103.69
2016,MCOU,246,4414.94
2016,FFSU,188,4423.18
2016,MCOU,226,4429.37
2016,FFSU,25,443.09
2016,FFSU,22,443.34
2016,MCOU,249,4443.65
2016,MCOU,266,4444.14
2016,MCOU,1558,44480.12
2016,FFSU,18,445.2
2016,MCOU,63,445.73
2016,MCOU,653,44520.27
2016,MCOU,160,4454.1
2016,MCOU,152,4457.3
2016,MCOU,146,4457.61
2016,FFSU,24,446.06
2016,FFSU,19,446.12
2016,MCOU,22,446.35
2016,FFSU,23,446.4
2016,FFSU,12,4469.4
2016,FFSU,39,447.58
2016,FFSU,250,4477.42
2016,FFSU,17,448.25
2016,FFSU,28,448.78
2016,MCOU,255,4490.01
2016,FFSU,84,44992.23
2016,MCOU,17,450.65
2016,FFSU,20,4508.98
2016,FFSU,31,451.72
2016,MCOU,132,4523.13
2016,MCOU,27,453.46
2016,FFSU,21,4536
2016,FFSU,1593,45383.24
2016,FFSU,19,454.22
2016,MCOU,15,454.96
2016,FFSU,197,45410.55
2016,FFSU,216,4542.33
2016,MCOU,181,4555.5
2016,MCOU,289,4565.1
2016,FFSU,23,457.7
2016,FFSU,18,458.86
2016,FFSU,171,4581.8
2016,MCOU,15,459.25
2016,FFSU,31,459.95
2016,MCOU,205,4590.67
2016,FFSU,31,460.52
2016,MCOU,16,4602.79
2016,MCOU,231,4607.29
2016,MCOU,263,4610.27
2016,MCOU,737,46174.94
2016,FFSU,20,4620.43
2016,FFSU,150,4626.6
2016,MCOU,26,4638.67
2016,MCOU,1562,46386.01
2016,FFSU,18,464.36
2016,FFSU,17187,4640013.38
2016,MCOU,28,465.3
2016,MCOU,355,46508.36
2016,MCOU,334,4651.04
2016,FFSU,181,4667.28
2016,MCOU,316,4667.29
2016,MCOU,207,4667.43
2016,MCOU,157,4673.98
2016,FFSU,20,4674.4
2016,MCOU,29,468.26
2016,MCOU,156,4692.9
2016,MCOU,142,4697.53
2016,FFSU,210,4705.41
2016,MCOU,257,4719.56
2016,MCOU,64,4727.77
2016,MCOU,18035,472769.68
2016,MCOU,43,4729.67
2016,MCOU,28555,473490.8
2016,FFSU,1528,47464.14
2016,MCOU,29,475.69
2016,FFSU,21,475.8
2016,FFSU,32,4753.22
2016,FFSU,163,47583.74
2016,MCOU,28,476.12
2016,MCOU,17,4766.04
2016,FFSU,19759,4768722.15
2016,FFSU,43,477.54
2016,MCOU,34,4781.29
2016,FFSU,162,4793.24
2016,FFSU,52,4794.45
2016,MCOU,420,4796.08
2016,FFSU,26,482.34
2016,MCOU,36,482.85
2016,MCOU,181,4821.18
2016,FFSU,15,4827.15
2016,FFSU,23,483.24
2016,FFSU,14,485.16
2016,FFSU,1858,485647.48
2016,MCOU,25,4859.08
2016,MCOU,12,486.92
2016,MCOU,245,4861
2016,MCOU,34,4866.45
2016,MCOU,97,4869.85
2016,FFSU,16,487.05
2016,FFSU,20,4874.71
2016,MCOU,1331,48756.57
2016,FFSU,29,488.62
2016,FFSU,406,48848.51
2016,MCOU,19,4886.49
2016,FFSU,16,489.83
2016,MCOU,270,4892.94
2016,FFSU,414,48947.15
2016,FFSU,34,490.17
2016,FFSU,31,490.5
2016,FFSU,19,490.75
2016,FFSU,23,491.7
2016,MCOU,189,4916.73
2016,MCOU,138,4917.09
2016,FFSU,22,492.36
2016,MCOU,15,4920.5
2016,MCOU,273,4923.47
2016,MCOU,523,4923.99
2016,MCOU,180,4929.27
2016,MCOU,22,4932.88
2016,FFSU,17872,4932489.73
2016,FFSU,24,494.29
2016,FFSU,209,4956.89
2016,MCOU,228,49568.49
2016,FFSU,39,496.2
2016,FFSU,13,4969.21
2016,FFSU,23,4977.42
2016,MCOU,30,499.1
2016,MCOU,326,5000.83
2016,MCOU,156,50026.37
2016,FFSU,253,5004.91
2016,FFSU,443,50084.19
2016,FFSU,222,50123.33
2016,FFSU,16,5014.24
2016,FFSU,224,5023.27
2016,MCOU,325,5030.61
2016,MCOU,32,504.2
2016,FFSU,146,5044.73
2016,MCOU,428,5045.26
2016,MCOU,16,5048.3
2016,FFSU,30,505.75
2016,FFSU,234,50587.79
2016,MCOU,34,506.95
2016,FFSU,320,5067.83
2016,FFSU,30,5072.49
2016,MCOU,13,508.39
2016,FFSU,1900,508054.16
2016,MCOU,19,5086.11
2016,MCOU,18364,508709.42
2016,MCOU,317,5090.08
2016,MCOU,296,5091.33
2016,FFSU,23,510.2
2016,MCOU,198,5108.27
2016,MCOU,19536,511944.16
2016,MCOU,22,512.55
2016,FFSU,30,513.83
2016,MCOU,133,5137.33
2016,FFSU,30,514.41
2016,FFSU,25,514.42
2016,MCOU,40,514.83
